content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
sangat membantu dan bermanfaat,bantu manfaat,bantu manfaat,bantu manfat,bantu manfat,"['bantu', 'manfat']","['bantu', 'manfat']",5,positive,6.12.2,6,2025-02-18 04:26:13,0
tingkatkan terus dan agar otomatis penambahan miles saat sdh cek in,tingkat otomatis tambah miles cek,tingkat otomatis tambah miles cek,tingkat otomatis tambah miles cek,tingkat otomatis tambah miles cek,"['tingkat', 'otomatis', 'tambah', 'miles', 'cek']","['tingkat', 'otomatis', 'tambah', 'miles', 'cek']",5,positive,6.12.2,6,2025-02-18 02:14:29,6
cukup easy to use,easy use,easy use,easy use,easy use,"['easy', 'use']","['easy', 'use']",5,positive,6.12.2,6,2025-02-17 13:50:59,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,6.12.2,6,2025-02-15 14:29:07,0
bagus bisa pesan online mudah aplikasinya sampai otomatis di arahkan mau beli tiketnya model layanannya juga,bagus pesan online mudah otomatis arah beli tiket model layan,bagus pesan online mudah otomatis arah beli tiket model layan,bagus pesan online mudah otomatis arah beli tiket model layan,bagus pesan online mudah otomatis arah beli tiket model layan,"['bagus', 'pesan', 'online', 'mudah', 'otomatis', 'arah', 'beli', 'tiket', 'model', 'layan']","['bagus', 'pesan', 'online', 'mudah', 'otomatis', 'arah', 'beli', 'tiket', 'model', 'layan']",5,positive,6.12.2,6,2025-02-15 13:36:45,2
aplikasi sampah,sampah,sampah,sampah,sampah,['sampah'],['sampah'],1,negative,5.0.4,5,2025-02-14 07:50:04,0
lengkap gampang dan mudah pelayanan bagus sukses selalu 🙏👍,lengkap gampang mudah layan bagus sukses,lengkap gampang mudah layan bagus sukses,lengkap gampang mudah layan bagus sukses,lengkap gampang mudah layan bagus sukses,"['lengkap', 'gampang', 'mudah', 'layan', 'bagus', 'sukses']","['lengkap', 'gampang', 'mudah', 'layan', 'bagus', 'sukses']",5,positive,6.12.2,6,2025-02-13 23:07:12,0
mantaap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2025-02-13 13:08:18,0
sangat keren dan berkualitas,keren kualitas,keren kualitas,keren kualitas,keren kualitas,"['keren', 'kualitas']","['keren', 'kualitas']",5,positive,6.12.2,6,2025-02-12 05:10:35,0
"gak ada gunanya install ini, kalau sdhnpesan tiket mau reschedule atau mau refund harus melalui contacf center wa dan tdk pernah di balas. datang ke kantor tdk mau dilayani karena beli melalui web., padahal saya member platinum. alangkah baiknya walaupun beli m.elalui aplikasi atau web bisa refund melalui kantor.",guna install sdhnpesan tiket reschedule refund contacf center wa balas kantor layan beli web member platinum alangkah baik beli web refund kantor,guna install sdhnpesan tiket reschedule refund contacf center wa balas kantor layan beli web member platinum alangkah baik beli web refund kantor,guna instal sdhnpesan tiket reschedule refund contacf center wa balas kantor layan beli web member platinum alangkah baik beli web refund kantor,guna instal tiket reschedule refund center wa balas kantor layan beli web member platinum alangkah baik beli web refund kantor,"['guna', 'instal', 'sdhnpesan', 'tiket', 'reschedule', 'refund', 'contacf', 'center', 'wa', 'balas', 'kantor', 'layan', 'beli', 'web', 'member', 'platinum', 'alangkah', 'baik', 'beli', 'web', 'refund', 'kantor']","['guna', 'instal', 'tiket', 'reschedule', 'refund', 'center', 'wa', 'balas', 'kantor', 'layan', 'beli', 'web', 'member', 'platinum', 'alangkah', 'baik', 'beli', 'web', 'refund', 'kantor']",1,negative,6.12.1,6,2025-02-07 09:45:38,8
very good,very good,very good,very good,very good,"['very', 'good']","['very', 'good']",5,positive,6.12.1,6,2025-02-05 08:06:59,0
susah check in,susah check,susah check,susah check,susah check,"['susah', 'check']","['susah', 'check']",1,negative,6.12.1,6,2025-02-04 14:48:16,0
"aplikasi tidak bisa digunakan utk anggota miles yg lama, jd hrs buat yg baru dan dimulai dr 0 lg kl pake yg baru. aplikasinya buruk.",anggota miles 0 kalo pakai buruk,anggota miles kalo pakai buruk,anggota miles kalo pakai buruk,anggota miles kalo pakai buruk,"['anggota', 'miles', 'kalo', 'pakai', 'buruk']","['anggota', 'miles', 'kalo', 'pakai', 'buruk']",1,negative,,nan,2025-02-03 11:10:37,0
ribet cari boarding pass ga keluar2,ribet cari boarding pas keluar2,ribet cari boarding pas keluar,ribet cari boarding pas keluar,ribet cari boarding pas keluar,"['ribet', 'cari', 'boarding', 'pas', 'keluar']","['ribet', 'cari', 'boarding', 'pas', 'keluar']",1,negative,6.12.0,6,2025-01-25 06:26:13,0
"tampilan bagus dan warna biru seperti langit, dimudahkan untuk memesan tiket online, tidak perlu antri ke loket, cepat dan tidak repot. mantap",tampil bagus warna biru langit mudah mes tiket online antri loket cepat repot mantap,tampil bagus warna biru langit mudah mes tiket online antri loket cepat repot mantap,tampil bagus warna biru langit mudah mes tiket online antri loket cepat repot mantap,tampil bagus warna biru langit mudah mes tiket online antri loket cepat repot mantap,"['tampil', 'bagus', 'warna', 'biru', 'langit', 'mudah', 'mes', 'tiket', 'online', 'antri', 'loket', 'cepat', 'repot', 'mantap']","['tampil', 'bagus', 'warna', 'biru', 'langit', 'mudah', 'mes', 'tiket', 'online', 'antri', 'loket', 'cepat', 'repot', 'mantap']",5,positive,6.12.0,6,2025-01-22 12:16:15,17
"sangat buruk utk garuda miles. mau booking nyari tanggal aja disuruh masukin otp yg dikirim ke email. nyari tgl 11 dsru masukin otp eh ternyata penerbanganx ga ada, nyari tgl 12 masukin otp baru lagi jam penerbangan terlalu malam, nyari tgl 13 dst masukin otp baru lagi yg terus2an dikirim ke email. gila kali yah , cuma mau liat ada apa engganya penerbangan aja ribet banget, parah si, masih bagusan aplikasi citilink deh, simple ngga ribet suruh trus2an isi2 nggu otp dr email 😭😭 tolong diupdate",buruk miles booking cari tanggal suruh pasuk otp kirim email cari tanggal 11 dsru pasuk otp eh penerbanganx cari tanggal 12 pasuk otp jam terbang malam cari tanggal 13 dst pasuk otp terusterusan kirim email gila kali lihat engganya terbang ribet banget parah si bagus citilink deh simple ribet suruh trus2an isi2 nggu otp email tolong diupdate,buruk miles booking cari tanggal suruh pasuk otp kirim email cari tanggal dsru pasuk otp eh penerbanganx cari tanggal pasuk otp jam terbang malam cari tanggal dst pasuk otp terusterusan kirim email gila kali lihat engganya terbang ribet banget parah si bagus citilink deh simple ribet suruh trus an isi nggu otp email tolong diupdate,buruk miles booking cari tanggal suruh pasuk otp kirim email cari tanggal dsru pasuk otp eh penerbanganx cari tanggal pasuk otp jam terbang malam cari tanggal dst pasuk otp terusterusan kirim email gila kali lihat engganya terbang ribet banget parah si bagus citilink deh simple ribet suruh trus an isi nggu otp email tolong diupdate,buruk miles booking cari tanggal suruh pasuk otp kirim email cari tanggal pasuk otp eh cari tanggal pasuk otp jam terbang malam cari tanggal pasuk otp kirim email gila kali lihat terbang ribet banget parah si bagus citilink deh simple ribet suruh trus an isi otp email tolong diupdate,"['buruk', 'miles', 'booking', 'cari', 'tanggal', 'suruh', 'pasuk', 'otp', 'kirim', 'email', 'cari', 'tanggal', 'dsru', 'pasuk', 'otp', 'eh', 'penerbanganx', 'cari', 'tanggal', 'pasuk', 'otp', 'jam', 'terbang', 'malam', 'cari', 'tanggal', 'dst', 'pasuk', 'otp', 'terusterusan', 'kirim', 'email', 'gila', 'kali', 'lihat', 'engganya', 'terbang', 'ribet', 'banget', 'parah', 'si', 'bagus', 'citilink', 'deh', 'simple', 'ribet', 'suruh', 'trus', 'an', 'isi', 'nggu', 'otp', 'email', 'tolong', 'diupdate']","['buruk', 'miles', 'booking', 'cari', 'tanggal', 'suruh', 'pasuk', 'otp', 'kirim', 'email', 'cari', 'tanggal', 'pasuk', 'otp', 'eh', 'cari', 'tanggal', 'pasuk', 'otp', 'jam', 'terbang', 'malam', 'cari', 'tanggal', 'pasuk', 'otp', 'kirim', 'email', 'gila', 'kali', 'lihat', 'terbang', 'ribet', 'banget', 'parah', 'si', 'bagus', 'citilink', 'deh', 'simple', 'ribet', 'suruh', 'trus', 'an', 'isi', 'otp', 'email', 'tolong', 'diupdate']",1,negative,6.12.0,6,2025-01-22 04:37:53,24
nice,nice,nice,nice,nice,['nice'],['nice'],4,positive,,nan,2025-01-22 03:46:19,0
mau cetak boarding pass loading lama dan kembali ke halaman awal. setelah konfirmasi ke call center garuda ternyata kesempatan cetak boarding pass hanya 1 kali dan call center ga bisa bantu cetakkan😩,cetak boarding pas loading halaman konfirmasi call center sempat cetak boarding pas 1 kali call center bantu cetak,cetak boarding pas loading halaman konfirmasi call center sempat cetak boarding pas kali call center bantu cetak,cetak boarding pas loading halaman konfirmasi cal center sempat cetak boarding pas kali cal center bantu cetak,cetak boarding pas loading halaman konfirmasi cal center cetak boarding pas kali cal center bantu cetak,"['cetak', 'boarding', 'pas', 'loading', 'halaman', 'konfirmasi', 'cal', 'center', 'sempat', 'cetak', 'boarding', 'pas', 'kali', 'cal', 'center', 'bantu', 'cetak']","['cetak', 'boarding', 'pas', 'loading', 'halaman', 'konfirmasi', 'cal', 'center', 'cetak', 'boarding', 'pas', 'kali', 'cal', 'center', 'bantu', 'cetak']",1,negative,6.11.0,6,2025-01-14 13:32:48,10
sy tdk bisa melakukan pemesanan,mesan,mesan,mesan,mesan,['mesan'],['mesan'],2,negative,6.11.0,6,2025-01-11 01:32:04,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,6.11.0,6,2025-01-08 03:20:56,0
"sangat familiar menu nya, mudah diikuti,mantaaap, miles nya kalau bisa ditambah utk pembelian dgn aplikasi ini",familiar menu mudah diikutimantaaap miles tambah beli,familiar menu mudah diikutimantaap miles tambah beli,familiar menu mudah diikutimantap miles tambah beli,familiar menu mudah miles tambah beli,"['familiar', 'menu', 'mudah', 'diikutimantap', 'miles', 'tambah', 'beli']","['familiar', 'menu', 'mudah', 'miles', 'tambah', 'beli']",5,positive,6.7.0,6,2024-12-28 16:42:09,2
buruk sekali setiap diklik gk bisa untuk beli tiket,buruk klik beli tiket,buruk klik beli tiket,buruk klik beli tiket,buruk klik beli tiket,"['buruk', 'klik', 'beli', 'tiket']","['buruk', 'klik', 'beli', 'tiket']",1,negative,6.11.0,6,2024-12-22 22:55:02,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,6.11.0,6,2024-12-17 16:26:12,0
mantab,mantab,mantab,mantab,mantab,['mantab'],['mantab'],5,positive,6.11.0,6,2024-12-15 13:13:39,0
"mau login ga bisa terus, ada tulisan failed get data, padahal udah di update, udah coba pakai wifi pakai data internet juga gtu terus.. kenapa ya",login tulis failed get data update coba pakai wifi pakai data internet,login tulis failed get data update coba pakai wifi pakai data internet,login tulis failed get data update coba pakai wifi pakai data internet,login tulis failed get data update coba pakai wifi pakai data internet,"['login', 'tulis', 'failed', 'get', 'data', 'update', 'coba', 'pakai', 'wifi', 'pakai', 'data', 'internet']","['login', 'tulis', 'failed', 'get', 'data', 'update', 'coba', 'pakai', 'wifi', 'pakai', 'data', 'internet']",2,negative,6.10.0,6,2024-12-13 06:16:01,3
mnt tolong sy cb checkin berkali2 tidak bisa...ada notif error 15 tolong dibantu segera ya,tolong coba checkin berkali2 bisaada notif error 15 tolong bantu,tolong coba checkin berkali bisaada notif error tolong bantu,tolong coba checkin berkali bisaada notif error tolong bantu,tolong coba checkin berkali notif error tolong bantu,"['tolong', 'coba', 'checkin', 'berkali', 'bisaada', 'notif', 'error', 'tolong', 'bantu']","['tolong', 'coba', 'checkin', 'berkali', 'notif', 'error', 'tolong', 'bantu']",1,negative,,nan,2024-12-10 01:25:22,0
saya selalu menggunakan penerbangan garuda karena pelayanannya baik di saat pembelian tiket di kantornya langsung ataupun via online apalagi ketika di bandara sampai di dalam pesawat.,terbang layan beli tiket kantor langsung via online bandara pesawat,terbang layan beli tiket kantor langsung via online bandara pesawat,terbang layan beli tiket kantor langsung via online bandara pesawat,terbang layan beli tiket kantor langsung via online bandara pesawat,"['terbang', 'layan', 'beli', 'tiket', 'kantor', 'langsung', 'via', 'online', 'bandara', 'pesawat']","['terbang', 'layan', 'beli', 'tiket', 'kantor', 'langsung', 'via', 'online', 'bandara', 'pesawat']",4,positive,6.10.0,6,2024-12-08 12:50:48,1
super app. thanks.,super thanks,super thanks,super thanks,super thanks,"['super', 'thanks']","['super', 'thanks']",5,positive,,nan,2024-12-08 01:20:02,0
"aneh banget setelah reset password malah sama sekali ga bisa login. daftar baru, email verifikasi gak masuk2",aneh banget reset password login daftar email verifikasi masuk2,aneh banget reset password login daftar email verifikasi masuk,aneh banget reset password login daftar email verifikasi masuk,aneh banget reset password login daftar email verifikasi masuk,"['aneh', 'banget', 'reset', 'password', 'login', 'daftar', 'email', 'verifikasi', 'masuk']","['aneh', 'banget', 'reset', 'password', 'login', 'daftar', 'email', 'verifikasi', 'masuk']",3,neutral,6.10.0,6,2024-12-06 09:25:38,0
"pesanan aplikasi oke, cuma agak sedikit buffering. menu jadwal perjalanan saya harus tambahin sendiri, tidak kaya citilink yang langsung muncul jadwal perjalanan dan e-tiket melalui email dan aplikasi",pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,pesan oke menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,"['pesan', 'oke', 'buffering', 'menu', 'jadwal', 'jalan', 'tambah', 'kayak', 'citilink', 'langsung', 'muncul', 'jadwal', 'jalan', 'etiket', 'email']","['pesan', 'oke', 'menu', 'jadwal', 'jalan', 'tambah', 'kayak', 'citilink', 'langsung', 'muncul', 'jadwal', 'jalan', 'etiket', 'email']",3,neutral,,nan,2024-12-01 21:19:19,0
"saran sy ada notifikasi bagi bagi user fly garuda yg belum web check-in sebelum ditutup min 2 jam keberangkatan, biar lebih user friendly, ekspektasi sy tinggi buat garuda indonesia yg katanya top airline versi skytrax",saran notifikasi user fly web checkin tutup min 2 jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,saran notifikasi user fly web checkin tutup min jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,saran notifikasi user fly web checkin tutup min jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,saran notifikasi user fly web checkin tutup min jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,"['saran', 'notifikasi', 'user', 'fly', 'web', 'checkin', 'tutup', 'min', 'jam', 'berangkat', 'biar', 'user', 'friendly', 'ekspektasi', 'indonesia', 'top', 'airline', 'versi', 'skytrax']","['saran', 'notifikasi', 'user', 'fly', 'web', 'checkin', 'tutup', 'min', 'jam', 'berangkat', 'biar', 'user', 'friendly', 'ekspektasi', 'indonesia', 'top', 'airline', 'versi', 'skytrax']",1,negative,6.8.3,6,2024-12-01 19:05:16,2
"sangat bagus, membantu dan cepat. semoga harga bisa terus murah dan garuda semakin ok. gb all",bagus bantu cepat moga harga murah ok gb all,bagus bantu cepat moga harga murah ok gb all,bagus bantu cepat moga harga murah ok gb al,bagus bantu cepat moga harga murah ok al,"['bagus', 'bantu', 'cepat', 'moga', 'harga', 'murah', 'ok', 'gb', 'al']","['bagus', 'bantu', 'cepat', 'moga', 'harga', 'murah', 'ok', 'al']",5,positive,6.9.1,6,2024-11-29 19:11:58,2
awesome,awesome,awesome,awesome,awesome,['awesome'],['awesome'],5,positive,6.9.1,6,2024-11-27 03:45:28,0
"banyak promo penerbangan.ke kampung halaman, i love garuda",promo penerbanganke kampung halaman i love,promo penerbanganke kampung halaman i love,promo penerbanganke kampung halaman i love,promo halaman i love,"['promo', 'penerbanganke', 'kampung', 'halaman', 'i', 'love']","['promo', 'halaman', 'i', 'love']",5,positive,6.9.1,6,2024-11-27 03:43:13,0
lebih murah langsung di aplikasi garuda dibanding pesan tiket diluar,murah langsung banding pesan tiket luar,murah langsung banding pesan tiket luar,murah langsung banding pesan tiket luar,murah langsung banding pesan tiket luar,"['murah', 'langsung', 'banding', 'pesan', 'tiket', 'luar']","['murah', 'langsung', 'banding', 'pesan', 'tiket', 'luar']",5,positive,6.9.1,6,2024-11-27 01:46:28,0
keren,keren,keren,keren,keren,['keren'],['keren'],5,positive,,nan,2024-11-25 04:06:37,0
"apakah pangsa pasar garuda untuk orang asing? apakah ini perusahaan asing? apakah pengguna garuda dominan orang asing? coba survei dulu, jangan sok global dengan mengutamakan bahasa inggris dibanding bahasa nasional sendiri. even foreign companies investing in indonesia prioritize the indonesian language, try to be more down to earth, not so lofty. gunanya ada aplikasi adalah mempermudah layanan anda.",pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,orang asing usaha asing guna orang asing coba sok utama bahasa inggris banding bahasa nasional investing indonesia the indonesian try be more down not sok guna mudah layan,"['pangsa', 'pasar', 'orang', 'asing', 'usaha', 'asing', 'guna', 'dominan', 'orang', 'asing', 'coba', 'survei', 'sok', 'global', 'utama', 'bahasa', 'inggris', 'banding', 'bahasa', 'nasional', 'even', 'foreign', 'companies', 'investing', 'indonesia', 'prioritize', 'the', 'indonesian', 'language', 'try', 'be', 'more', 'down', 'earth', 'not', 'sok', 'lofty', 'guna', 'mudah', 'layan']","['orang', 'asing', 'usaha', 'asing', 'guna', 'orang', 'asing', 'coba', 'sok', 'utama', 'bahasa', 'inggris', 'banding', 'bahasa', 'nasional', 'investing', 'indonesia', 'the', 'indonesian', 'try', 'be', 'more', 'down', 'not', 'sok', 'guna', 'mudah', 'layan']",1,negative,,nan,2024-11-24 01:14:03,0
