content,content_stemmed_no_common_2,content_regex,content_regex_norm,tokens_nltk,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
mau cetak boarding pass loading lama dan kembali ke halaman awal. setelah konfirmasi ke call center garuda ternyata kesempatan cetak boarding pass hanya 1 kali dan call center ga bisa bantu cetakkan😩,cetak boarding pas loading halaman konfirmasi call center sempat cetak boarding pas 1 kali call center bantu cetak,cetak boarding pas loading halaman konfirmasi call center sempat cetak boarding pas kali call center bantu cetak,cetak boarding pas loading halaman konfirmasi cal center sempat cetak boarding pas kali cal center bantu cetak,"['cetak', 'boarding', 'pas', 'loading', 'halaman', 'konfirmasi', 'cal', 'center', 'sempat', 'cetak', 'boarding', 'pas', 'kali', 'cal', 'center', 'bantu', 'cetak']",1,10,6.11.0,2025-01-14 13:32:48,,
sy tdk bisa melakukan pemesanan,mesan,mesan,mesan,['mesan'],2,0,6.11.0,2025-01-11 01:32:04,,
bagus,bagus,bagus,bagus,['bagus'],5,0,6.11.0,2025-01-08 03:20:56,,
"sangat familiar menu nya, mudah diikuti,mantaaap, miles nya kalau bisa ditambah utk pembelian dgn aplikasi ini",familiar menu mudah diikutimantaaap miles tambah beli,familiar menu mudah diikutimantaap miles tambah beli,familiar menu mudah diikutimantap miles tambah beli,"['familiar', 'menu', 'mudah', 'diikutimantap', 'miles', 'tambah', 'beli']",5,2,6.7.0,2024-12-28 16:42:09,,
buruk sekali setiap diklik gk bisa untuk beli tiket,buruk klik beli tiket,buruk klik beli tiket,buruk klik beli tiket,"['buruk', 'klik', 'beli', 'tiket']",1,0,6.11.0,2024-12-22 22:55:02,,
ok,ok,ok,ok,['ok'],5,0,6.11.0,2024-12-17 16:26:12,,
mantab,mantab,mantab,mantab,['mantab'],5,0,6.11.0,2024-12-15 13:13:39,,
"mau login ga bisa terus, ada tulisan failed get data, padahal udah di update, udah coba pakai wifi pakai data internet juga gtu terus.. kenapa ya",login tulis failed get data update coba pakai wifi pakai data internet,login tulis failed get data update coba pakai wifi pakai data internet,login tulis failed get data update coba pakai wifi pakai data internet,"['login', 'tulis', 'failed', 'get', 'data', 'update', 'coba', 'pakai', 'wifi', 'pakai', 'data', 'internet']",2,3,6.10.0,2024-12-13 06:16:01,,
mnt tolong sy cb checkin berkali2 tidak bisa...ada notif error 15 tolong dibantu segera ya,tolong coba checkin berkali2 bisaada notif error 15 tolong bantu,tolong coba checkin berkali bisaada notif error tolong bantu,tolong coba checkin berkali bisaada notif error tolong bantu,"['tolong', 'coba', 'checkin', 'berkali', 'bisaada', 'notif', 'error', 'tolong', 'bantu']",1,0,,2024-12-10 01:25:22,,
saya selalu menggunakan penerbangan garuda karena pelayanannya baik di saat pembelian tiket di kantornya langsung ataupun via online apalagi ketika di bandara sampai di dalam pesawat.,terbang layan beli tiket kantor langsung via online bandara pesawat,terbang layan beli tiket kantor langsung via online bandara pesawat,terbang layan beli tiket kantor langsung via online bandara pesawat,"['terbang', 'layan', 'beli', 'tiket', 'kantor', 'langsung', 'via', 'online', 'bandara', 'pesawat']",4,1,6.10.0,2024-12-08 12:50:48,,
super app. thanks.,super thanks,super thanks,super thanks,"['super', 'thanks']",5,0,,2024-12-08 01:20:02,,
"aneh banget setelah reset password malah sama sekali ga bisa login. daftar baru, email verifikasi gak masuk2",aneh banget reset password login daftar email verifikasi masuk2,aneh banget reset password login daftar email verifikasi masuk,aneh banget reset password login daftar email verifikasi masuk,"['aneh', 'banget', 'reset', 'password', 'login', 'daftar', 'email', 'verifikasi', 'masuk']",3,0,6.10.0,2024-12-06 09:25:38,,
"pesanan aplikasi oke, cuma agak sedikit buffering. menu jadwal perjalanan saya harus tambahin sendiri, tidak kaya citilink yang langsung muncul jadwal perjalanan dan e-tiket melalui email dan aplikasi",pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,pesan oke buffering menu jadwal jalan tambah kayak citilink langsung muncul jadwal jalan etiket email,"['pesan', 'oke', 'buffering', 'menu', 'jadwal', 'jalan', 'tambah', 'kayak', 'citilink', 'langsung', 'muncul', 'jadwal', 'jalan', 'etiket', 'email']",3,0,,2024-12-01 21:19:19,,
"saran sy ada notifikasi bagi bagi user fly garuda yg belum web check-in sebelum ditutup min 2 jam keberangkatan, biar lebih user friendly, ekspektasi sy tinggi buat garuda indonesia yg katanya top airline versi skytrax",saran notifikasi user fly web checkin tutup min 2 jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,saran notifikasi user fly web checkin tutup min jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,saran notifikasi user fly web checkin tutup min jam berangkat biar user friendly ekspektasi indonesia top airline versi skytrax,"['saran', 'notifikasi', 'user', 'fly', 'web', 'checkin', 'tutup', 'min', 'jam', 'berangkat', 'biar', 'user', 'friendly', 'ekspektasi', 'indonesia', 'top', 'airline', 'versi', 'skytrax']",1,2,6.8.3,2024-12-01 19:05:16,,
"sangat bagus, membantu dan cepat. semoga harga bisa terus murah dan garuda semakin ok. gb all",bagus bantu cepat moga harga murah ok gb all,bagus bantu cepat moga harga murah ok gb all,bagus bantu cepat moga harga murah ok gb al,"['bagus', 'bantu', 'cepat', 'moga', 'harga', 'murah', 'ok', 'gb', 'al']",5,2,6.9.1,2024-11-29 19:11:58,,
awesome,awesome,awesome,awesome,['awesome'],5,0,6.9.1,2024-11-27 03:45:28,,
"banyak promo penerbangan.ke kampung halaman, i love garuda",promo penerbanganke kampung halaman i love,promo penerbanganke kampung halaman i love,promo penerbanganke kampung halaman i love,"['promo', 'penerbanganke', 'kampung', 'halaman', 'i', 'love']",5,0,6.9.1,2024-11-27 03:43:13,,
lebih murah langsung di aplikasi garuda dibanding pesan tiket diluar,murah langsung banding pesan tiket luar,murah langsung banding pesan tiket luar,murah langsung banding pesan tiket luar,"['murah', 'langsung', 'banding', 'pesan', 'tiket', 'luar']",5,0,6.9.1,2024-11-27 01:46:28,,
keren,keren,keren,keren,['keren'],5,0,,2024-11-25 04:06:37,,
"apakah pangsa pasar garuda untuk orang asing? apakah ini perusahaan asing? apakah pengguna garuda dominan orang asing? coba survei dulu, jangan sok global dengan mengutamakan bahasa inggris dibanding bahasa nasional sendiri. even foreign companies investing in indonesia prioritize the indonesian language, try to be more down to earth, not so lofty. gunanya ada aplikasi adalah mempermudah layanan anda.",pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,pangsa pasar orang asing usaha asing guna dominan orang asing coba survei sok global utama bahasa inggris banding bahasa nasional even foreign companies investing indonesia prioritize the indonesian language try be more down earth not sok lofty guna mudah layan,"['pangsa', 'pasar', 'orang', 'asing', 'usaha', 'asing', 'guna', 'dominan', 'orang', 'asing', 'coba', 'survei', 'sok', 'global', 'utama', 'bahasa', 'inggris', 'banding', 'bahasa', 'nasional', 'even', 'foreign', 'companies', 'investing', 'indonesia', 'prioritize', 'the', 'indonesian', 'language', 'try', 'be', 'more', 'down', 'earth', 'not', 'sok', 'lofty', 'guna', 'mudah', 'layan']",1,0,,2024-11-24 01:14:03,,
ok,ok,ok,ok,['ok'],4,0,6.8.3,2024-11-21 01:25:06,,
mantap,mantap,mantap,mantap,['mantap'],5,0,,2024-11-20 05:00:30,,
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,6.9.1,2024-11-20 03:25:03,,
ok,ok,ok,ok,['ok'],5,0,6.9.0,2024-11-15 07:11:26,,
bagus fitur nya,bagus fitur,bagus fitur,bagus fitur,"['bagus', 'fitur']",5,0,6.9.0,2024-11-14 04:43:30,,
gak biasa pilih kursi,pilih kursi,pilih kursi,pilih kursi,"['pilih', 'kursi']",1,0,6.9.0,2024-11-13 16:40:08,,
bagus dan lebih mudah penggunaan nya,bagus mudah guna,bagus mudah guna,bagus mudah guna,"['bagus', 'mudah', 'guna']",5,0,,2024-11-13 03:15:35,,
memudahkan dlm pembelian tiket,mudah beli tiket,mudah beli tiket,mudah beli tiket,"['mudah', 'beli', 'tiket']",5,0,6.9.0,2024-11-12 10:47:40,,
nice,nice,nice,nice,['nice'],5,0,,2024-11-12 02:12:12,,
mantap,mantap,mantap,mantap,['mantap'],5,0,6.9.0,2024-11-10 21:48:42,,
mudah dan praktis,mudah praktis,mudah praktis,mudah praktis,"['mudah', 'praktis']",5,0,6.8.3,2024-11-09 09:18:16,,
good,good,good,good,['good'],5,0,6.9.0,2024-11-08 23:13:50,,
"performa aplikasi tdk meyakinkan utk maskapai spt garuda. terasa berat dan apalagi akhir2 ini sering muncul notifikasi ""no internet conection"" dan ""please try again error"". padahal sudah diupdate dan bahkan di-unistall + install ulang. tampilan2nya pun msh kurang informatif dan helpful.",performa maskapai berat akhir2 muncul notifikasi no internet conection please try again error diupdate diunistall install ulang tampilan2nya informatif helpful,performa maskapai berat akhir muncul notifikasi no internet conection please try again error diupdate diunistall install ulang tampilan nya informatif helpful,performa maskapai berat akhir muncul notifikasi no internet conection please try again error diupdate diunistal instal ulang tampilan nya informatif helpful,"['performa', 'maskapai', 'berat', 'akhir', 'muncul', 'notifikasi', 'no', 'internet', 'conection', 'please', 'try', 'again', 'error', 'diupdate', 'diunistal', 'instal', 'ulang', 'tampilan', 'nya', 'informatif', 'helpful']",3,4,6.9.0,2024-11-07 19:00:55,,
aplikasi yg sangat mudah dalam penggunaannya. banyak promonya juga.,mudah guna promonya,mudah guna promonya,mudah guna promonya,"['mudah', 'guna', 'promonya']",5,1,6.8.3,2024-11-07 16:35:13,,
sangat membantu bagi kami para pengguna baru maskapai penerbangan dalam negeri,bantu guna maskapai terbang negeri,bantu guna maskapai terbang negeri,bantu guna maskapai terbang negeri,"['bantu', 'guna', 'maskapai', 'terbang', 'negeri']",5,1,6.8.3,2024-11-05 23:27:40,,
good app,good,good,good,['good'],4,0,6.8.3,2024-11-05 11:46:39,,
aplikasi suka suka ngehang,suka suka ngehang,suka suka ngehang,suka suka ngehang,"['suka', 'suka', 'ngehang']",4,0,6.8.3,2024-11-05 08:56:29,,
sering eror,eror,eror,eror,['eror'],1,0,6.8.3,2024-11-02 19:42:03,,
menggunakan aplikasi flygaruda membuat segala hal menyangkut layanan garuda menjadi lebih mudah dan efisien.,flygaruda layan mudah efisien,flygaruda layan mudah efisien,flygaruda layan mudah efisien,"['flygaruda', 'layan', 'mudah', 'efisien']",5,2,6.8.3,2024-10-31 01:57:32,,
mudah,mudah,mudah,mudah,['mudah'],5,0,6.8.3,2024-10-28 06:38:49,,
uses friendly,uses friendly,uses friendly,uses friendly,"['uses', 'friendly']",5,0,,2024-10-25 13:23:23,,
"bumn kok gini yaa, buat aturan seenak perut, seenak udel, padahal perusahaan negeri mencekik rakyatnya, membuat aturan dengan memilih kursi akan dikenanakan biaya tambahan per 26 oktober 2024. come on dong kalian perusahaan bumn ciptain suasana bisnis yg baik bukan dengan menambah² biaya yg ga jelas begini, sehingga perusahaan swasta akan membuat aturan yg sama. dirut nya jangan korup mulu kapan maju nya maskapai plat merah.",bumn yaa atur enak perut enak udel usaha negeri cekik rakyat atur pilih kursi dikenanakan biaya tambah 26 oktober 2024 come on usaha bumn cipta suasana bisnis tambah biaya usaha swasta atur dirut korup mulu maju maskapai plat merah,bumn yaa atur enak perut enak udel usaha negeri cekik rakyat atur pilih kursi dikenanakan biaya tambah oktober come on usaha bumn cipta suasana bisnis tambah biaya usaha swasta atur dirut korup mulu maju maskapai plat merah,bumn yaa atur enak perut enak udel usaha negeri cekik rakyat atur pilih kursi dikenanakan biaya tambah oktober come on usaha bumn cipta suasana bisnis tambah biaya usaha swasta atur dirut korup mulu maju maskapai plat merah,"['bumn', 'yaa', 'atur', 'enak', 'perut', 'enak', 'udel', 'usaha', 'negeri', 'cekik', 'rakyat', 'atur', 'pilih', 'kursi', 'dikenanakan', 'biaya', 'tambah', 'oktober', 'come', 'on', 'usaha', 'bumn', 'cipta', 'suasana', 'bisnis', 'tambah', 'biaya', 'usaha', 'swasta', 'atur', 'dirut', 'korup', 'mulu', 'maju', 'maskapai', 'plat', 'merah']",1,0,,2024-10-25 04:22:40,,
mantap,mantap,mantap,mantap,['mantap'],5,0,6.8.3,2024-10-23 03:58:53,,
aplikasi keren,keren,keren,keren,['keren'],5,0,6.8.3,2024-10-23 03:22:44,,
mendukung bumn nasional dengan aplikasi maximal,dukung bumn nasional maximal,dukung bumn nasional maximal,dukung bumn nasional maximal,"['dukung', 'bumn', 'nasional', 'maximal']",5,0,6.8.3,2024-10-22 22:17:35,,
"kecewa, lebih dari 6x flight point tidak ada yg masuk ke aplikasi",kecewa 6x flight point masuk,kecewa x flight point masuk,kecewa x flight point masuk,"['kecewa', 'x', 'flight', 'point', 'masuk']",1,0,6.8.2,2024-10-19 08:49:18,,
sangat bermanaaft,bermanaaft,bermanaaft,bermanaaft,['bermanaaft'],5,0,6.8.2,2024-10-14 04:16:30,,
❤️,,,,[],5,0,6.8.2,2024-10-12 23:52:52,,
"maaf ya aku kasih bintang 1, kenapa setiap mau pesan tiket selalu keluar sendiri? setelah itu ngelag? padahal wifi lancar, penyimpanan juga gak penuh. kalo sudah diperbaiki nanti aku tambahin bintangnya",maaf kasih bintang 1 pesan tiket ngelag wifi lancar simpan penuh kalo baik tambah bintang,maaf kasih bintang pesan tiket ngelag wifi lancar simpan penuh kalo baik tambah bintang,maf kasih bintang pesan tiket ngelag wifi lancar simpan penuh kalo baik tambah bintang,"['maf', 'kasih', 'bintang', 'pesan', 'tiket', 'ngelag', 'wifi', 'lancar', 'simpan', 'penuh', 'kalo', 'baik', 'tambah', 'bintang']",1,9,6.8.2,2024-10-12 14:44:58,,
ini aku lupa password . udh d tekan lupa password . link ubah password nya malah ga ada terkirim di email ...... gimana sih,lupa password tekan lupa password link ubah password kirim email sih,lupa password tekan lupa password link ubah password kirim email sih,lupa password tekan lupa password link ubah password kirim email sih,"['lupa', 'password', 'tekan', 'lupa', 'password', 'link', 'ubah', 'password', 'kirim', 'email', 'sih']",1,0,6.8.2,2024-10-09 19:27:57,,
top,top,top,top,['top'],5,0,6.8.2,2024-10-09 04:00:19,,
menyenangkan,senang,senang,senang,['senang'],5,0,6.8.2,2024-10-08 00:39:32,,
"juweleeekk banget aplikasinya, kursi pada boarding pass tidak sesuai pilihan saat chek in online dan pilihan manage baording pass tidak menghasilkan apa apa. pelayanan garuda semakin buruk.",juweleeekk banget kursi boarding pas sesuai pilih chek online pilih manage baording pas hasil layan buruk,juweleekk banget kursi boarding pas sesuai pilih chek online pilih manage baording pas hasil layan buruk,juweleek banget kursi boarding pas sesuai pilih chek online pilih manage baording pas hasil layan buruk,"['juweleek', 'banget', 'kursi', 'boarding', 'pas', 'sesuai', 'pilih', 'chek', 'online', 'pilih', 'manage', 'baording', 'pas', 'hasil', 'layan', 'buruk']",1,0,6.8.2,2024-10-03 22:29:34,,
mohon diperbaiki lagi karena tidak bisa menyimpan pilihan seat,mohon baik simpan pilih seat,mohon baik simpan pilih seat,mohon baik simpan pilih seat,"['mohon', 'baik', 'simpan', 'pilih', 'seat']",3,0,6.8.1,2024-10-03 00:53:56,,
"lebih mudah dan cepat dalam transaksi, bisa diakses di mana saja ~",mudah cepat transaksi akses,mudah cepat transaksi akses,mudah cepat transaksi akses,"['mudah', 'cepat', 'transaksi', 'akses']",5,4,6.8.0,2024-10-02 04:47:26,,
job,job,job,job,['job'],5,0,,2024-10-02 03:13:04,,
nice,nice,nice,nice,['nice'],5,0,6.8.0,2024-09-23 12:30:14,,
muhammad fateh khaakaa bus sri sofia poniman papa dedi irawan lbu hendika sari dyah pak ubay,muhammad fateh khaakaa bus sri sofia poniman papa dedi irawan lbu hendika sari dyah ubay,muhammad fateh khaakaa bus sri sofia poniman papa dedi irawan lbu hendika sari dyah ubay,muhammad fateh khaakaa bus sri sofia poniman papa dedi irawan lbu hendika sari dyah ubay,"['muhammad', 'fateh', 'khaakaa', 'bus', 'sri', 'sofia', 'poniman', 'papa', 'dedi', 'irawan', 'lbu', 'hendika', 'sari', 'dyah', 'ubay']",5,0,6.8.0,2024-09-19 13:29:49,,
kenapa selalu gak ada koneksi??? padahal internet kencang,koneksi internet kencang,koneksi internet kencang,koneksi internet kencang,"['koneksi', 'internet', 'kencang']",1,0,6.8.0,2024-09-14 23:17:09,,
daftar sisa aktivasi gak ada email. pake akun lama katanya email duplicated. not recomended,daftar sisa aktivasi email pakai akun email duplicated not recomended,daftar sisa aktivasi email pakai akun email duplicated not recomended,daftar sisa aktivasi email pakai akun email duplicated not recomended,"['daftar', 'sisa', 'aktivasi', 'email', 'pakai', 'akun', 'email', 'duplicated', 'not', 'recomended']",1,0,,2024-09-06 12:05:22,,
new user n really happy for the apps.. especially promo discount.. yipiiiiii...,new user n really happy for the apps especially promo discount yipiiiiii,new user n really happy for the apps especially promo discount yipii,new user n really happy for the apps especially promo discount yipii,"['new', 'user', 'n', 'really', 'happy', 'for', 'the', 'apps', 'especially', 'promo', 'discount', 'yipii']",5,0,6.8.0,2024-09-05 15:15:09,,
sangat membantu,bantu,bantu,bantu,['bantu'],5,0,6.7.0,2024-08-28 08:36:08,,
sangt mempermudah kita,mudah,mudah,mudah,['mudah'],5,0,6.7.0,2024-08-22 05:35:46,,
"sangat tidak proffesional,gagal web checkin tanpa pemberitahuan,cs nya nggak bisa melakukan apa2 juga,harusnya malu ini garuda,mahal dan pelayanan taksi online masih lebih baik",proffesionalgagal web checkin pemberitahuancs apaapa jugaharusnya malu garudamahal layan taksi online,proffesionalgagal web checkin pemberitahuancs apaapa jugaharusnya malu garudamahal layan taksi online,proffesionalgagal web checkin pemberitahuancs apaapa jugaharusnya malu garudamahal layan taksi online,"['proffesionalgagal', 'web', 'checkin', 'pemberitahuancs', 'apaapa', 'jugaharusnya', 'malu', 'garudamahal', 'layan', 'taksi', 'online']",1,4,6.7.0,2024-08-22 03:49:47,,
